,year,name,position,school,ranking,rating,stars,committed_to,recruit_type,height,weight,city,state_province,country,id,athlete_id
40,2018,Devon Williams,WR,Antelope Valley,40.0,0.9791,4,USC,HighSchool,76.0,200.0,Lancaster,CA,USA,42947,4374298.0
41,2018,James Cook,APB,Northwestern,41.0,0.9786,4,Georgia,HighSchool,71.5,181.0,Miami,FL,USA,42948,4379399.0
42,2018,Kelvin Joseph,S,Scotlandville Magnet,42.0,0.9784,4,LSU,HighSchool,73.5,191.0,Baton Rouge,LA,USA,42949,4362629.0
43,2018,Justin Rogers,DUAL,Parkway,43.0,0.9772,4,TCU,HighSchool,76.0,210.0,Bossier City,LA,USA,42950,4362431.0
44,2018,Teradja Mitchell,ILB,Bishop Sullivan Catholic,44.0,0.9771,4,Ohio State,HighSchool,74.0,232.0,Virginia Beach,VA,USA,42951,4361339.0
45,2018,Justyn Ross,WR,Central,45.0,0.9765,4,Clemson,HighSchool,76.0,201.0,Phenix City,AL,USA,42952,4360306.0
46,2018,Tanner McKee,PRO,Centennial,46.0,0.9764,4,Stanford,HighSchool,78.0,220.0,Corona,CA,USA,42953,
47,2018,Jalen Green,CB,Heights,47.0,0.9762,4,Texas,HighSchool,72.0,171.0,Houston,TX,USA,42954,4362074.0
48,2018,J.J. Peterson,OLB,Colquitt County,48.0,0.9761,4,Tennessee,HighSchool,74.5,231.0,Moultrie,GA,USA,42955,4369848.0
49,2018,Joey Gatewood,ATH,Bartram Trail,49.0,0.9759,4,Auburn,HighSchool,76.0,232.0,Jacksonville,FL,USA,42956,4361329.0
50,2018,A.J. Lytton,CB,Dr. Henry Wise,50.0,0.9757,4,Florida State,HighSchool,70.0,173.0,Upper Marlboro,MD,USA,42957,4363037.0
51,2018,Luke Ford,TE,Carterville,51.0,0.9753,4,Georgia,HighSchool,78.0,248.0,Carterville,IL,USA,42958,4379402.0
52,2018,DeMarvion Overshown,S,Arp,52.0,0.9737,4,Texas,HighSchool,76.0,200.0,Arp,TX,USA,42959,4362088.0
53,2018,William Barnes,OT,Apopka,53.0,0.9732,4,North Carolina,HighSchool,76.0,325.0,Apopka,FL,USA,42960,4373281.0
54,2018,Nesta Silvera,DT,American Heritage,54.0,0.973,4,Miami,HighSchool,74.0,308.0,Fort Lauderdale,FL,USA,42961,4362497.0
55,2018,Nesta Jade Silvera,DT,American Heritage,54.0,0.973,4,Miami,HighSchool,74.0,308.0,Fort Lauderdale,FL,USA,67894,-1019628.0
56,2018,Tommy Togiai,DT,Highland,55.0,0.9721,4,Ohio State,HighSchool,75.0,290.0,Pocatello,ID,USA,42962,4361366.0
57,2018,Kyler McMichael,CB,Greater Atlanta Christian School,56.0,0.972,4,Clemson,HighSchool,73.0,201.0,Norcross,GA,USA,42963,4360313.0
58,2018,Penei Sewell,OG,Desert HIlls,57.0,0.9709,4,Oregon,HighSchool,77.0,349.0,Saint George,UT,USA,42964,4373825.0
59,2018,Jordyn Adams,WR,Green Hope,58.0,0.9707,4,North Carolina,HighSchool,74.0,175.0,Cary,NC,USA,42965,
60,2018,Marquis Spiker,WR,Murrieta Valley,59.0,0.9703,4,Washington,HighSchool,75.0,180.0,Murrieta,CA,USA,42966,4361089.0
61,2018,Asante Samuel Jr.,CB,St. Thomas Aquinas,60.0,0.9702,4,Florida State,HighSchool,69.5,166.0,Fort Lauderdale,FL,USA,42967,4363034.0
62,2018,Brennan Eagles,WR,Alief Taylor,61.0,0.9699,4,Texas,HighSchool,75.5,214.0,Houston,TX,USA,42968,4362107.0
63,2018,Trey Hill,OG,Houston County,62.0,0.9692,4,Georgia,HighSchool,75.5,346.0,Warner Robins,GA,USA,42969,4361787.0
64,2018,Matt Corral,PRO,Long Beach Poly,63.0,0.969,4,Ole Miss,HighSchool,74.0,202.0,Long Beach,CA,USA,42970,4362874.0
65,2018,Anthony Cook,CB,Lamar,64.0,0.9682,4,Texas,HighSchool,72.0,168.0,Houston,TX,USA,42971,4362076.0
66,2018,Rasheed Walker,OT,North Point,65.0,0.9676,4,Penn State,HighSchool,78.0,290.0,Waldorf,MD,USA,42972,4361429.0
67,2018,Ronnie Perkins,WDE,Lutheran North,66.0,0.9666,4,Oklahoma,HighSchool,74.5,256.0,Saint Louis,MO,USA,42973,4360274.0
68,2018,Mark Pope,WR,Miami Southridge,67.0,0.9656,4,Miami,HighSchool,73.0,175.0,Hialeah,FL,USA,42974,4362499.0
69,2018,Matthew Jones,OC,Erasmus Hall,68.0,0.9652,4,Ohio State,HighSchool,76.0,300.0,Brooklyn,NY,USA,42975,4361363.0
70,2018,Jacob Copeland,WR,Escambia,69.0,0.9651,4,Florida,HighSchool,72.0,192.0,Pensacola,FL,USA,42976,4360233.0
71,2018,Houston Griffith,CB,IMG Academy,70.0,0.9651,4,Notre Dame,HighSchool,73.0,192.0,Bradenton,FL,USA,42977,4361322.0
72,2018,Josh Proctor,S,Owasso,71.0,0.964,4,Ohio State,HighSchool,74.0,190.0,Owasso,OK,USA,42978,4361344.0
73,2018,Michael Thompson,DT,Parkway North,72.0,0.9638,4,Oklahoma,HighSchool,75.5,291.0,Saint Louis,MO,USA,42979,4569175.0
74,2018,Kamryn Babb,WR,Christian Brothers College,73.0,0.9629,4,Ohio State,HighSchool,73.0,189.0,Saint Louis,MO,USA,42980,4361347.0
75,2018,Stephon Wynn,SDE,IMG Academy,74.0,0.9624,4,Alabama,HighSchool,76.0,308.0,Anderson,SC,USA,42981,4360127.0
76,2018,Leon O'Neal Jr.,S,Cy Springs,75.0,0.9624,4,Texas A&M,HighSchool,73.0,190.0,Cypress,TX,USA,42982,4372521.0
77,2018,Jayson Oweh,SDE,Blair Academy,76.0,0.9617,4,Penn State,HighSchool,77.0,236.0,Blairstown,NJ,USA,42983,4361422.0
78,2018,Jarren Williams,PRO,Central Gwinnett,77.0,0.9614,4,Miami,HighSchool,74.0,206.0,Lawrenceville,GA,USA,42984,4362507.0
79,2018,PJ Mustipher,DT,McDonogh School,78.0,0.9613,4,Penn State,HighSchool,76.5,290.0,Owings Mills,MD,USA,42985,4361421.0
80,2018,Payton Wilson,OLB,Orange,79.0,0.9613,4,NC State,HighSchool,76.0,225.0,Hillsborough,NC,USA,42986,4361652.0
81,2018,Brian Snead,RB,Armwood,80.0,0.9607,4,Ohio State,HighSchool,71.0,200.0,Seffner,FL,USA,42987,4361350.0
82,2018,Richard Gouraige,OT,Cambridge Christian School,81.0,0.9603,4,Florida,HighSchool,77.0,271.0,Tampa,FL,USA,42988,4360246.0
83,2018,Kevin Austin,WR,North Broward Prep,82.0,0.9601,4,Notre Dame,HighSchool,75.0,198.0,Pompano Beach,FL,USA,42989,4372758.0
84,2018,Phil Jurkovec,DUAL,Pine-Richland,83.0,0.9593,4,Notre Dame,HighSchool,77.0,215.0,Gibsonia,PA,USA,42990,4372768.0
85,2018,JaMarr Chase,WR,Archbishop Rummel,84.0,0.9589,4,LSU,HighSchool,73.0,195.0,Metairie,LA,USA,42991,4362628.0
86,2018,Emory Jones,DUAL,Heard County,85.0,0.9587,4,Florida,HighSchool,74.5,195.0,Franklin,GA,USA,42992,4360230.0
87,2018,Solomon Tuliaupupu,ILB,Mater Dei,86.0,0.9582,4,USC,HighSchool,74.0,220.0,Santa Ana,CA,USA,42993,4374313.0
88,2018,Otis Reese,OLB,Lee County,87.0,0.9575,4,Georgia,HighSchool,76.0,206.0,Leesburg,GA,USA,42994,4379411.0
89,2018,Talanoa Hufanga,ATH,Crescent Valley,88.0,0.9571,4,USC,HighSchool,72.5,193.0,Corvallis,OR,USA,42995,4360853.0
90,2018,Justin Watkins,WR,East Ridge,89.0,0.9567,4,Florida,HighSchool,71.0,172.0,Clermont,FL,USA,42996,
91,2018,Shayne Simon,OLB,St. Peters Prep,90.0,0.9567,4,Notre Dame,HighSchool,75.0,215.0,Jersey City,NJ,USA,42997,4372778.0
92,2018,Colson Yankoff,DUAL,Coeur d'Alene,91.0,0.9564,4,Washington,HighSchool,76.0,204.0,Coeur D Alene,ID,USA,42998,4361088.0
93,2018,Matthew Hill,WR,Brookwood,92.0,0.9562,4,Auburn,HighSchool,74.0,185.0,Snellville,GA,USA,42999,4371975.0
94,2018,Tyler Friday,DT,Don Bosco Prep,93.0,0.956,4,Ohio State,HighSchool,75.0,263.0,Ramsey,NJ,USA,43000,4361362.0
95,2018,Jacob Sirmon,PRO,Bothell,94.0,0.9559,4,Washington,HighSchool,76.0,227.0,Bothell,WA,USA,43001,4361091.0
96,2018,Jalen Preston,WR,Manvel,95.0,0.9557,4,Texas A&M,HighSchool,74.0,212.0,Manvel,TX,USA,43002,4372522.0
97,2018,Joshua Moore,WR,Yoakum,96.0,0.9556,4,Texas,HighSchool,73.0,170.0,Yoakum,TX,USA,43003,4362079.0
98,2018,Al Blades Jr.,CB,St. Thomas Aquinas,97.0,0.9556,4,Miami,HighSchool,72.0,170.0,Fort Lauderdale,FL,USA,43004,4362500.0
99,2018,Bryan Addison,ATH,Junipero Serra,98.0,0.9552,4,Oregon,HighSchool,77.0,180.0,Gardena,CA,USA,43005,4373812.0
100,2018,Jack Lamb,ILB,Great Oak,99.0,0.9547,4,Notre Dame,HighSchool,76.0,220.0,Temecula,CA,USA,43006,4361324.0
101,2018,T.J. Pledger,APB,IMG Academy,100.0,0.9543,4,Oklahoma,HighSchool,68.0,190.0,Bradenton,FL,USA,43007,4360275.0
102,2018,Ron Tatum,SDE,Putnam City,101.0,0.9541,4,Oklahoma,HighSchool,76.5,269.0,Oklahoma City,OK,USA,43008,-1027413.0
103,2018,Josh Belk,DT,Lewisville,102.0,0.9529,4,Clemson,HighSchool,75.0,309.0,Richburg,SC,USA,43009,4372482.0
104,2018,Channing Tindall,ILB,Spring Valley,103.0,0.9526,4,Georgia,HighSchool,74.0,213.0,Columbia,SC,USA,43010,4379414.0
105,2018,Al'vonte Woodard,WR,Lamar,104.0,0.9518,4,Texas,HighSchool,73.0,193.0,Houston,TX,USA,43011,
106,2018,Tuli Letuligasenoa,DT,De La Salle,105.0,0.9517,4,Washington,HighSchool,73.0,338.0,Concord,CA,USA,43012,4361113.0
107,2018,Derrik Allen,S,Lassiter,106.0,0.9516,4,Notre Dame,HighSchool,74.0,211.0,Marietta,GA,USA,43013,4372757.0
108,2018,Jalyn Armour-Davis,CB,St. Paul's Episcopal,107.0,0.9513,4,Alabama,HighSchool,73.0,180.0,Mobile,AL,USA,43014,4372017.0
109,2018,Jordan Davis,WDE,Southwind,108.0,0.951,4,Alabama,HighSchool,77.0,238.0,Memphis,TN,USA,43015,
110,2018,Josh Jobe,CB,Cheshire Academy,109.0,0.9509,4,Alabama,HighSchool,73.0,180.0,Cheshire,CT,USA,43016,4372020.0
111,2018,Justin Dedich,OC,Chaparral,110.0,0.9507,4,USC,HighSchool,74.0,290.0,Temecula,CA,USA,43017,4360859.0
112,2018,Ricky Person,RB,Heritage,111.0,0.9502,4,NC State,HighSchool,74.0,202.0,Wake Forest,NC,USA,43018,4361655.0
113,2018,Aidan Hutchinson,SDE,Divine Child,112.0,0.9498,4,Michigan,HighSchool,78.0,260.0,Dearborn,MI,USA,43019,4372099.0
114,2018,Emil Ekiyor,OC,Cathedral,113.0,0.9496,4,Alabama,HighSchool,74.0,322.0,Indianapolis,IN,USA,43020,4372028.0
115,2018,Mario Goodrich,ATH,Lee's Summit West,114.0,0.9492,4,Clemson,HighSchool,74.0,180.0,Lees Summit,MO,USA,43021,4360318.0
116,2018,D'shawn Jamison,CB,Lamar,115.0,0.9486,4,Texas,HighSchool,70.0,174.0,Houston,TX,USA,43022,
117,2018,Nana Asiedu,OT,North Stafford,116.0,0.9484,4,Penn State,HighSchool,77.0,265.0,Stafford,VA,USA,43023,
118,2018,Robert Cooper,DT,South Gwinnett,117.0,0.9482,4,Florida State,HighSchool,74.0,377.0,Snellville,GA,USA,43024,4363047.0
119,2018,Cameron McGrone,OLB,Lawrence Central,118.0,0.9481,4,Michigan,HighSchool,73.0,215.0,Indianapolis,IN,USA,43025,4372085.0
120,2018,Ayodele Adeoye,ILB,IMG Academy,119.0,0.9475,4,Texas,HighSchool,72.0,231.0,Saint Louis,MO,USA,43026,4362091.0
121,2018,Coynis Miller,DT,Jackson-Olin,120.0,0.9475,4,Auburn,HighSchool,73.5,300.0,Birmingham,AL,USA,43027,4371987.0
122,2018,Max Wray,OT,Franklin,121.0,0.9473,4,Ohio State,HighSchool,78.5,289.0,Franklin,TN,USA,43028,4361367.0
123,2018,Alontae Taylor,WR,Coffee County Central,122.0,0.9471,4,Tennessee,HighSchool,72.0,184.0,Manchester,TN,USA,43029,4369835.0
124,2018,Keondre Coburn,DT,Westfield,123.0,0.9468,4,Texas,HighSchool,73.0,329.0,Houston,TX,USA,43030,4362117.0
125,2018,Dante Stills,SDE,Fairmont,124.0,0.9467,4,West Virginia,HighSchool,76.0,265.0,Fairmont,WV,USA,43031,4362225.0
126,2018,Junior Angilau,OT,East,125.0,0.9458,4,Texas,HighSchool,78.0,297.0,Salt Lake City,UT,USA,43032,4362104.0
127,2018,L'Christian Smith,ATH,Wayne,126.0,0.9454,4,Ohio State,HighSchool,78.0,205.0,Dayton,OH,USA,43033,4361369.0
128,2018,Jalen Hall,WR,Long Beach Poly,127.0,0.9454,4,Oregon,HighSchool,76.0,192.0,Long Beach,CA,USA,43034,
129,2018,Jayson Ademilola,DT,St. Peters Prep,128.0,0.9453,4,Notre Dame,HighSchool,75.0,290.0,Jersey City,NJ,USA,43035,4372754.0
130,2018,Merlin Robertson,OLB,Junipero Serra,129.0,0.9452,4,Arizona State,HighSchool,75.0,241.0,Gardena,CA,USA,43036,4360440.0
131,2018,Kearis Jackson,WR,Peach County,130.0,0.9451,4,Georgia,HighSchool,71.5,203.0,Fort Valley,GA,USA,43037,4361778.0
132,2018,Cameron Latu,WDE,Olympus,131.0,0.945,4,Alabama,HighSchool,77.0,236.0,Salt Lake City,UT,USA,43038,4372026.0
133,2018,Tommy Brown,OG,Mater Dei,132.0,0.9449,4,Alabama,HighSchool,78.5,313.0,Santa Ana,CA,USA,43039,4372033.0
134,2018,Ale Kaho,ILB,Reno,133.0,0.9448,4,Alabama,HighSchool,73.0,218.0,Reno,NV,USA,43040,4361090.0
135,2018,Aashari Crosswell,S,Long Beach Poly,134.0,0.9442,4,Arizona State,HighSchool,73.0,185.0,Long Beach,CA,USA,43041,4360442.0
136,2018,Jalen Redmond,WDE,Midwest City,135.0,0.9442,4,Oklahoma,HighSchool,76.0,233.0,Oklahoma City,OK,USA,43042,4360277.0
137,2018,Greg Emerson,DT,North Side,136.0,0.9441,4,Tennessee,HighSchool,75.0,280.0,Jackson,TN,USA,43043,4369857.0
138,2018,Steve Stephens,S,Edison,137.0,0.943,4,Oregon,HighSchool,72.0,185.0,Fresno,CA,USA,43044,4360688.0
139,2018,Chase Williams,CB,Eleanor Roosevelt,138.0,0.9423,4,USC,HighSchool,73.0,190.0,Corona,CA,USA,43045,4360854.0
140,2018,Adrian Martinez,DUAL,Clovis West,139.0,0.9423,4,Nebraska,HighSchool,74.0,205.0,Fresno,CA,USA,43046,4361182.0
141,2018,Tyler Shough,PRO,Hamilton,140.0,0.9422,4,Oregon,HighSchool,76.5,187.0,Chandler,AZ,USA,43047,4360689.0
142,2018,Rick Sandidge,DT,Concord,141.0,0.9416,4,South Carolina,HighSchool,77.0,285.0,Concord,NC,USA,43048,4362859.0
143,2018,Justin Mascoll,WDE,South Gwinnett,142.0,0.9412,4,Clemson,HighSchool,76.0,237.0,Snellville,GA,USA,43049,4360311.0
144,2018,Xavier Williams,WR,Chaminade-Madonna Prep,143.0,0.9405,4,Alabama,HighSchool,72.5,190.0,Hollywood,FL,USA,43050,4372015.0
145,2018,Azeez Ojulari,WDE,Marietta,144.0,0.9391,4,Georgia,HighSchool,76.0,224.0,Marietta,GA,USA,43051,4379409.0
146,2018,Jaelyn Duncan,OT,St. Frances Academy,145.0,0.939,4,Maryland,HighSchool,78.0,300.0,Owings,MD,USA,43052,-1018628.0
147,2018,Josh Vann,WR,Tucker,146.0,0.9388,4,South Carolina,HighSchool,70.5,175.0,Tucker,GA,USA,43053,4362862.0
148,2018,CJ Moore,WR,Union,147.0,0.9388,4,Oklahoma State,HighSchool,77.0,175.0,Tulsa,OK,USA,43054,
149,2018,Dylan Wonnum,OT,Tucker,148.0,0.9385,4,South Carolina,HighSchool,77.0,323.0,Tucker,GA,USA,43055,4362863.0
150,2018,DJ Scaife,OG,Miami Southridge,149.0,0.9378,4,Miami,HighSchool,75.0,320.0,Miami,FL,USA,43056,4362517.0
151,2018,Zack Kuntz,TE,Camp Hill,150.0,0.9377,4,Penn State,HighSchool,79.0,221.0,Camp Hill,PA,USA,43057,4361417.0
152,2018,Dax Hollifield,ILB,Shelby,151.0,0.9376,4,Virginia Tech,HighSchool,74.0,236.0,Shelby,NC,USA,43058,4361958.0
153,2018,Harold Joiner,RB,Mountain Brook,152.0,0.9375,4,Auburn,HighSchool,75.0,218.0,Birmingham,AL,USA,43059,4371980.0
154,2018,Colten Blanton,OT,Cy Ranch,153.0,0.937,4,Texas A&M,HighSchool,79.0,285.0,Cypress,TX,USA,43060,4361547.0
155,2018,Brian Hightower,WR,IMG Academy,154.0,0.9366,4,Miami,HighSchool,74.0,202.0,,,USA,67896,4362501.0
156,2018,Brian Hightower,WR,IMG Academy,154.0,0.9366,4,Miami,HighSchool,74.5,202.0,,,,43061,4362501.0
157,2018,Raymond Scott,OLB,Narbonne,155.0,0.9361,4,USC,HighSchool,74.0,220.0,Harbor City,CA,USA,43062,4360858.0
158,2018,Julius Irvin,S,Servite,156.0,0.9361,4,Washington,HighSchool,73.0,177.0,Anaheim,CA,USA,43063,4361096.0
159,2018,Warren Thompson,WR,Armwood,157.0,0.9361,4,Florida State,HighSchool,75.0,200.0,Seffner,FL,USA,43064,4363030.0
160,2018,Smoke Monday,ATH,Carver,158.0,0.936,4,Auburn,HighSchool,75.0,185.0,Atlanta,GA,USA,43065,4361334.0
161,2018,Chase Cota,WR,South Medford,159.0,0.9358,4,UCLA,HighSchool,75.5,195.0,Medford,OR,USA,43066,4367186.0
162,2018,Austin Fontaine,DT,DeMatha Catholic,160.0,0.9348,4,Maryland,HighSchool,75.0,309.0,Hyattsville,MD,USA,43067,4372060.0
163,2018,Tre'Shaun Harrison,ATH,Garfield,161.0,0.9336,4,Florida State,HighSchool,74.0,190.0,Seattle,WA,USA,43068,4363046.0
164,2018,Kyle Pitts,TE,Archbishop Wood,162.0,0.9334,4,Florida,HighSchool,77.5,235.0,Warminster,PA,USA,43069,4360248.0
165,2018,Anthony Schwartz,WR,American Heritage,163.0,0.9334,4,Auburn,HighSchool,72.0,172.0,Fort Lauderdale,FL,USA,43070,4371986.0
166,2018,Keaontay Ingram,RB,Carthage,164.0,0.9324,4,Texas,HighSchool,73.0,190.0,Carthage,TX,USA,43071,4362087.0
167,2018,Jevon Holland,S,Bishop O'Dowd,165.0,0.9324,4,Oregon,HighSchool,73.0,182.0,Oakland,CA,USA,43072,4373809.0
168,2018,Dallas Gant,OLB,St. John's Jesuit,166.0,0.9322,4,Ohio State,HighSchool,75.0,225.0,Toledo,OH,USA,43073,4361348.0
169,2018,Jack Tuttle,PRO,Mission Hills,167.0,0.9321,4,Utah,HighSchool,76.0,195.0,San Marcos,CA,USA,43074,4361025.0
170,2018,Mustapha Muhammad,TE,Ridge Point,168.0,0.9318,4,Michigan,HighSchool,76.0,235.0,Missouri City,TX,USA,43075,4372095.0
171,2018,Adrian Jackson,OLB,Mullen,169.0,0.9313,4,Oregon,HighSchool,74.0,210.0,Denver,CO,USA,43076,4373816.0
172,2018,Myles Sims,CB,Westlake,170.0,0.9312,4,Michigan,HighSchool,74.5,173.0,Atlanta,GA,USA,43077,4360699.0
173,2018,Spencer Sanders,DUAL,Ryan,171.0,0.9311,4,Oklahoma State,HighSchool,74.0,190.0,Denton,TX,USA,43078,4361825.0
174,2018,Malik Heath,WR,Callaway,172.0,0.9311,4,Mississippi State,HighSchool,75.0,205.0,Jackson,MS,USA,43079,
175,2018,Cam'Ron Harris,RB,Miami Carol City,173.0,0.9308,4,Miami,HighSchool,69.5,190.0,Opa Locka,FL,USA,43080,4362509.0
176,2018,Xavier Peters,OLB,Lakota West,174.0,0.9306,4,Florida State,HighSchool,76.0,225.0,West Chester,OH,USA,43081,4363041.0
177,2018,Nadab Joseph,CB,Miami Norland HS,175.0,0.9304,4,Georgia,HighSchool,73.5,180.0,Miami,FL,USA,43082,
178,2018,Christian Barmore,DT,Neumann Goretti,176.0,0.9298,4,Alabama,HighSchool,77.0,290.0,Philadelphia,PA,USA,43083,4372030.0
179,2018,Devonta Jason,WR,Landry-Walker,177.0,0.9297,4,Mississippi State,HighSchool,74.5,211.0,New Orleans,LA,USA,43084,4362707.0
180,2018,Amari Burney,S,Calvary Christian,178.0,0.9293,4,Florida,HighSchool,73.0,215.0,Clearwater,FL,USA,43085,4360239.0
181,2018,Isaah Crocker,WR,Inderkum,179.0,0.9274,4,Oregon,HighSchool,73.0,175.0,Sacramento,CA,USA,43086,4373810.0
182,2018,Tre Turner,WR,Northwest Guilford,180.0,0.9273,4,Virginia Tech,HighSchool,76.0,185.0,Greensboro,NC,USA,43087,4361960.0
183,2018,Dyami Brown,ATH,West Mecklenburg,181.0,0.9272,4,North Carolina,HighSchool,74.0,180.0,Charlotte,NC,USA,43088,4361577.0
184,2018,Bobby Brown,DT,Lamar,182.0,0.9267,4,Texas A&M,HighSchool,76.0,282.0,Arlington,TX,USA,43089,4372518.0
185,2018,Jaquayln Crawford,ATH,Rockdale,183.0,0.9267,4,Oklahoma,HighSchool,69.5,161.0,Rockdale,TX,USA,43090,4360262.0
